,n_track,set_section,artist,track,set_name
35,7,4,Juggaknots , Epiphany,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
36,8,4,Masta Ace , Slaughta (House Remix) (Acapella),"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
37,9,4,DJRUM , Como Los Certos,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
38,10,4,DJRUM , Watermark (Remix),"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
39,11,4,DJRUM , Mountains Part 1 (Edit),"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
40,1,4,Lana Del Ray , Blue Jeans [Stranger],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
41,2,4,Samoyed , Malamute [Astro ,"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
42,3,4,ARP 101 , U [Eglo],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
43,4,4,Free The Robots , Prototype B [Alpha Pup],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
44,5,4,Tha Pope , When You [Planet Mu],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
45,6,4,Gerry Read , Roomland [2nd Drop],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
46,7,4,Sunday Roast , Save Our Souls [WE R BASS],"2011-09-10 - Mary Anne Hobbs, Martyn, DJRUM @ XFM"
47,1,1,[00] Chris Watson ," The Blue Men Of The Minch [Moray Firth, Scotland]",2012-04-16 - DJRUM - Resident Advisor (RA.307)
48,2,1,[??] Murcof , Una,2012-04-16 - DJRUM - Resident Advisor (RA.307)
49,3,1,[??] Pangaea , Memories,2012-04-16 - DJRUM - Resident Advisor (RA.307)
50,4,1,[??] Frozen Border , 3.1,2012-04-16 - DJRUM - Resident Advisor (RA.307)
51,5,1,[??] Sleeparchive , Papercup,2012-04-16 - DJRUM - Resident Advisor (RA.307)
52,6,1,[??] DJRUM , Mountains Pt.1 (Live),2012-04-16 - DJRUM - Resident Advisor (RA.307)
53,7,1,[??] DJRUM , Mountains Pt.1 (Pedestrian's Pirate Radio Remix),2012-04-16 - DJRUM - Resident Advisor (RA.307)
54,8,1,[??] DJRUM , Mountains Pt.2,2012-04-16 - DJRUM - Resident Advisor (RA.307)
55,9,1,[??] Beatless Feat. Quasimoto And Mablib , Dominant,2012-04-16 - DJRUM - Resident Advisor (RA.307)
56,10,1,[??] Herbie Hancock , Goodbye To Childhood,2012-04-16 - DJRUM - Resident Advisor (RA.307)
57,11,1,[??] Andy Bey , Celestial Blues,2012-04-16 - DJRUM - Resident Advisor (RA.307)
58,12,1,[??] Untold , Kingdom,2012-04-16 - DJRUM - Resident Advisor (RA.307)
59,13,1,[??] Chris Watson , River Mara At Dawn [Maasai Mara],2012-04-16 - DJRUM - Resident Advisor (RA.307)
60,14,1,[??] DJRUM Feat. Shadwbx , Lies,2012-04-16 - DJRUM - Resident Advisor (RA.307)
61,15,1,[??] Perc , Tension,2012-04-16 - DJRUM - Resident Advisor (RA.307)
62,16,1,[??] Chris Watson ," The Blue Men Of The Minch [Moray Firth, Scotland]",2012-04-16 - DJRUM - Resident Advisor (RA.307)
63,17,1,[??] DJRUM , The Darkest Hour Is Just Before Dawn (Undercoat Pt.2),2012-04-16 - DJRUM - Resident Advisor (RA.307)
64,18,1,[??] DJRUM , Honey (Squashed),2012-04-16 - DJRUM - Resident Advisor (RA.307)
65,19,1,[??] Richard Skelton , Noon Hill Wood,2012-04-16 - DJRUM - Resident Advisor (RA.307)
66,20,1,[??] Marcel Dettmann , Shatter Proof,2012-04-16 - DJRUM - Resident Advisor (RA.307)
67,21,1,[??] Daughter , Landfill,2012-04-16 - DJRUM - Resident Advisor (RA.307)
68,22,1,[??] Andy Stott , Handle With Care,2012-04-16 - DJRUM - Resident Advisor (RA.307)
69,23,1,[??] Chris Watson , Oceanus Pacificus [10m],2012-04-16 - DJRUM - Resident Advisor (RA.307)
70,24,1,[??] Indigo , Snowfall,2012-04-16 - DJRUM - Resident Advisor (RA.307)
71,25,1,[??] Chris Watson , Oceanus Pacificus [3m],2012-04-16 - DJRUM - Resident Advisor (RA.307)
72,26,1,[??] Vashti Bunyan , Here Before,2012-04-16 - DJRUM - Resident Advisor (RA.307)
73,27,1,[??] Elephant And Castle , I Will,2012-04-16 - DJRUM - Resident Advisor (RA.307)
74,28,1,[40] Alix Perez Feat. Sabre , Hemlines [Shogun ,2012-04-16 - DJRUM - Resident Advisor (RA.307)
75,29,1,[??] Chris Watson ," The Blue Men Of The Minch [Moray Firth, Scotland]",2012-04-16 - DJRUM - Resident Advisor (RA.307)
76,30,1,[44] The Drop , Looking To The Sky (DJRUM Remix),2012-04-16 - DJRUM - Resident Advisor (RA.307)
77,1,1,Jaylib , The Official,2013-04-30 - Djrum - Mix Of The Week
78,2,1,Gap Mangione , Diana In The Autumn Wind,2013-04-30 - Djrum - Mix Of The Week
79,3,1,Slum Village , Fall In Love,2013-04-30 - Djrum - Mix Of The Week
80,4,1,Special Request , Vapour [Dub],2013-04-30 - Djrum - Mix Of The Week
81,5,1,Special Request , Mindwash [Dub],2013-04-30 - Djrum - Mix Of The Week
82,6,1,+ Daughter , Love (Acapella),2013-04-30 - Djrum - Mix Of The Week
83,7,1,Synkro , Frontline [Apollo ,2013-04-30 - Djrum - Mix Of The Week
84,8,1,Richard Devine , Burning Embers,2013-04-30 - Djrum - Mix Of The Week
85,9,1,Other Lives , Tamer Animals (Atoms For Peace Remix),2013-04-30 - Djrum - Mix Of The Week
86,10,1,Manni Dee , Romantic Self [Dub],2013-04-30 - Djrum - Mix Of The Week
87,11,1,Nils Frahm , For,2013-04-30 - Djrum - Mix Of The Week
88,12,1,Ena , Splinter,2013-04-30 - Djrum - Mix Of The Week
89,13,1,+ Djrum , Turiya (Acapella) [Dub],2013-04-30 - Djrum - Mix Of The Week
90,14,1,Murcof , Maiz,2013-04-30 - Djrum - Mix Of The Week
91,15,1,Lucy & Xhin , LX4,2013-04-30 - Djrum - Mix Of The Week
92,16,1,Versa ," Alleviate, Part I [Dub]",2013-04-30 - Djrum - Mix Of The Week
93,17,1,Paul Giovanni And Magnet , Wickerman Soundtrack [Lullaby],2013-04-30 - Djrum - Mix Of The Week
94,18,1,Cliff Martinez , Solaris Soundtrack [Maybe You're My Puppet],2013-04-30 - Djrum - Mix Of The Week
95,19,1,Richard Devine , 1000 Maggots,2013-04-30 - Djrum - Mix Of The Week
96,20,1,Δkkord , Navigate [Houndstooth ,2013-04-30 - Djrum - Mix Of The Week
97,21,1,Pedestrian , Kalakuta [2nd Drop ,2013-04-30 - Djrum - Mix Of The Week
98,22,1,Djrum ," Blue On Blue, Voodoo",2013-04-30 - Djrum - Mix Of The Week
99,23,1,Ena , Unplug [7even ,2013-04-30 - Djrum - Mix Of The Week
100,24,1,Taylor Deupree , Sleepover,2013-04-30 - Djrum - Mix Of The Week
101,25,1,Dub,One ,2013-04-30 - Djrum - Mix Of The Week
102,26,1,Ital Tek , Hyper Real [Civil ,2013-04-30 - Djrum - Mix Of The Week
103,27,1,DJ Cam , No Competition,2013-04-30 - Djrum - Mix Of The Week
104,28,1,Power Of Zeus , Sorcerer Of Isis,2013-04-30 - Djrum - Mix Of The Week
105,29,1,DUB,ONE ,2013-04-30 - Djrum - Mix Of The Week
106,30,1,Cliff Martinez , Drive Soundtrack [They Broke His Pelvis],2013-04-30 - Djrum - Mix Of The Week
107,31,1,Djrum Feat. Shadowbox , Anchors (Instrumental) [Dub],2013-04-30 - Djrum - Mix Of The Week
108,32,1,Djrum Feat. Shadowbox , Anchors [2nd Drop ,2013-04-30 - Djrum - Mix Of The Week
109,1,2,Stwo , Quiet Life,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
110,2,2,Mr. Carmack , Humbled,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
111,3,2,TLC , Creep [Kaytranada Edition],"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
112,4,2,Waldo , Purple Heart,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
113,5,2,Jarreau Vandal Feat. ImanEurope , Hold On We're Going Home,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
114,6,2,The Celectics , Charles Barkley,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
115,7,2,Djemba Djemba , I Just Go (Falcons Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
116,8,2,DCUP , Don't Be Shy (Wave Racer Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
117,9,2,Kaytranada , At All,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
118,10,2,Basenji , Dawn,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
119,11,2,Jenovah , Lovers,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
120,12,2,Feadz & Kitto , Wettex (Cashmere Cat Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
121,13,2,Rabit , So Clean (Drippin Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
122,14,2,Drake , All Me (Stwo Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
123,15,2,Chiefs , Float,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
124,16,2,Gladys Knight , Grapevine (Mr. Carmack Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
125,17,2,Noïthingness , TissueTy Dolla Sign (Paranoid ,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
126,18,2,Trippy Turtle , Furthest Thing,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
127,19,2,Ta,Ku ,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
128,20,2,Glitter Sand,Ku ,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
129,21,2,Stwo , Try To Resist,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
130,22,2,Jaw Jam , Long Night,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
131,23,2,Sango , BB Don't Cry [Its Gon Be Ok],"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
132,24,2,Ta,Ku ,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
133,25,2,Cashmere Cat , With Me (Stwo Edit),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
134,26,2,Fantasia Feat. Kelly Rowland & Missy Elliott , Without Me,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
135,27,2,Nas Feat. Ginuwine , You Owe Me (Sango Edit),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
136,28,2,Boeboe , Negative ROI,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
137,29,2,Mr. Carmack , NASA,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
138,30,2,Stwo , Syrup?,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
139,1,2,Sun Ra , Door Of The Cosmos,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
140,2,2,Aard­vark , Nu­bi­an,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
141,3,2,PVS , Fuckin' So­cie­ty (Dadub Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
142,4,2,DJRUM , Tai­ling (Dub),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
143,5,2,Kryp­tic Minds & Kil­la­watt , Re­aching Through,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
144,6,2,STP , The Fall (T++ Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
145,7,2,Tek 9 , Brea­kin' Sound Bar­riers Partz 1 & 2,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
146,8,2,Jeru The Da­ma­ja , D. Ori­gi­nal,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
147,9,2,Rod­ney P , Tings In Time,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
148,10,2,Pea­nut But­ter Wolf , Tale Of Five Ci­ties,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
149,11,2,Cri­mi­nal Minds , Bap­ti­sed By Dub,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
150,12,2,Hor­se­power Pro­duc­tions , When You Hold Me,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
151,13,2,Andy Stott , Dark De­tails,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
152,14,2,Phu­ture As­sas­sins , Fu­ture Sound (2 Bad Mice Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
153,15,2,Light Of The World , Emer­gen­cy,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
154,16,2,Cloud 9 , You Got Me Burnin',"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
155,17,2,Shed , Well Done (030 Edit),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
156,18,2,? White Label Jung­le , Tech­no Re­cord From 1991,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
157,19,2,Spe­cial Re­quest , Bro­ken Dreams,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
158,20,2,Lemon D , This Is L.A.,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
159,21,2,? White Label Jung­le Re­cord From 1995, This Is L.A.,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
160,22,2,E.K.U.D.C.M. , How Dark It Is (Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
161,23,2,T.S. / M.F. (Wi­cked Sounds) , New Jack In Jung­le,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
162,24,2,DJ Rap , Spi­ri­tu­al Aura (Ray Keith Remix),"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
163,25,2,DJRUM , Moun­tains Pts. 2 & 3,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
164,26,2,The Doors , The End,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
165,27,2,Car­mi­ne & Fran­cis Cop­po­la , Apo­ca­lyp­se Now Sound­track (Sai­gon) [Nar­ra­ti­on And Dia­lo­gue],"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
166,28,2,In­di­go , Storm,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
167,29,2,Ma­chine­drum , In­fi­ni­te Us,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
168,30,2,Boards Of Ca­na­da , Zoe­tro­pe,"2014-01-10 - Stwo, DJRUM @ Mixmag DJ Lab"
169,1,6,Traumprinz , Good Vibrations,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
170,2,6,IULY.B & Visionquest , Sci Fry (Djulz Remix),"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
171,3,6,JXVTA , Something Wrong,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
172,4,6,Chaim , Safe Word (Bambook & Quina Remix),"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
173,5,6,Elliot Lion & Cin Cin , Athens,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
174,6,6,Mental Overdrive & Ploink , Totem,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
175,7,6,Reset Robot , TwoTwo,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
176,1,6,Redshape & Delsin , London,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
177,1,6,Francesca Lombardo & Echoe , Rememberance (Laura Jones Remix),"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
178,2,6,CT Trax & Dixon Avenue Basement Jams , Redline,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
179,3,6,Fred P & Secretsundaze , 6AM,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
180,4,6,Mind Against & Aether & Afterlife , Event Horizon,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
181,5,6,Yard One & Tact Recordings , Pulsar,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
182,6,6,Layton Giordani & Drumcode , Silver Shadows,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
183,7,6,Dettmann & Klock & Ostgut Ton , Bad Boy,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
184,8,6,Radio Slave & Rekids , Feel The Same,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
185,1,6,Auntie Flo & Sofrito , The Soniferous Garden,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
186,2,6,Nu Guinea & Early Sound , Alliance,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
187,3,6,Orange Tree Edits & Piccadilly Records , Pembe,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
188,4,6,!!! & Touch and Go , Pardon My Freedom (Maurice Fulton Edit),"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
189,5,6,Tanzania Soundsystem & Highlife , Ngono Kijiji,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
190,6,6,Aniara , Verktyg 01,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
191,7,6,Spencer Parker & Work Them Records , A Strong Shape,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
192,1,6,Hunter/Game , Canyons,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
193,2,6,Henry Saiz , I Can Feel It Coming,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
194,3,6,ThermalBear , Just Ducky,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
195,4,6,Theo Kottis , If I Ever Feel Better,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
196,5,6,Cosmonauts , Ramble,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
197,1,6,Djrum & 2nd Drop , Tailing,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
198,2,6,Milanese & Arcola , Vanilla Monkey,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
199,3,6,Artefakt & Delsin , Somatic Dreams,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
200,4,6,Cleric & Figure , Wickerman,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
201,5,6,A Made Up Sound , After Hours,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
202,6,6,Djrum & 2nd Drop , DAM,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
203,7,6,Paul Woolford & Pscatron & Hotflush , Stolen,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
204,8,6,Heiko Laux & Kanzleramt , Five,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
205,9,6,TSVI & Nervous Horizon , Set You Free,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
206,10,6,Sciahri & Black Opal , Ambiguity,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
207,11,6,DJ Spider & Franklin De Costa & Killekill , Second Bags,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
208,12,6,Detboi feat. Goldie & Metalheadz Platinum , Joy Ride,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
209,13,6,Vaal & Afterlife , Wander To Hell ,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
210,14,6,QNS , QNS2,"2017-02-11 - B.Traits, Peggy Gou, Sasha, Djrum - B.Traits, BBC Radio 1"
211,1,2,Björk , Harm Of Will [One Little Indian],"2017-05-26 - Djrum, Neinzer - Solid Steel"
212,2,2,Alva Noto And Ryuichi Sakamoto , Logic Moon [Raster Noton],"2017-05-26 - Djrum, Neinzer - Solid Steel"
213,3,2,Herva , No Money No Honey [All City],"2017-05-26 - Djrum, Neinzer - Solid Steel"
214,4,2,Zenker Brothers , Randat [Ilian Tape ,"2017-05-26 - Djrum, Neinzer - Solid Steel"
215,5,2,∑ , 06:08 [∑],"2017-05-26 - Djrum, Neinzer - Solid Steel"
216,6,2,Daniel Schmidt And The Berkeley Gamelan , And The Darkest Hour Is Just Before Dawn [Recital],"2017-05-26 - Djrum, Neinzer - Solid Steel"
217,7,2,Bop , So Unloved [Med School],"2017-05-26 - Djrum, Neinzer - Solid Steel"
218,8,2,Xadrez , No Jazz Bars [Golden Mist],"2017-05-26 - Djrum, Neinzer - Solid Steel"
219,9,2,Ill K , Time Leap [Re:st],"2017-05-26 - Djrum, Neinzer - Solid Steel"
220,10,2,Dead Man's Chest , Avalon Dub [Western Lore ,"2017-05-26 - Djrum, Neinzer - Solid Steel"
221,11,2,Last Life , Nether Regions [Cylon],"2017-05-26 - Djrum, Neinzer - Solid Steel"
222,12,2,Hodge & Peder , Inside The Rain [Peder Mannerfelt],"2017-05-26 - Djrum, Neinzer - Solid Steel"
223,13,2,Cassius Select , 90 [Accidental Jnr],"2017-05-26 - Djrum, Neinzer - Solid Steel"
224,14,2,Lurka , Beater (Stenny Remix) [Timedance ,"2017-05-26 - Djrum, Neinzer - Solid Steel"
225,15,2,Gila , Ipa Address,"2017-05-26 - Djrum, Neinzer - Solid Steel"
226,16,2,YYYY , Invite [Planet Rhythm],"2017-05-26 - Djrum, Neinzer - Solid Steel"
227,17,2,Colin Stetson , Like Wolves On The Fold [52 Hz],"2017-05-26 - Djrum, Neinzer - Solid Steel"
228,18,2,SCNTST , Thru Infinity [Boysnoize],"2017-05-26 - Djrum, Neinzer - Solid Steel"
229,19,2,Christoph Berg , Farewell [Sonic Pieces],"2017-05-26 - Djrum, Neinzer - Solid Steel"
230,20,2,Blondes , Quality Of Life (Struction Remix),"2017-05-26 - Djrum, Neinzer - Solid Steel"
